name,categ_id,type,detailed_type
G45 US HEADREST / CELDA C (copia),20,product,product
G45 US HEADREST / CELDA D (copia),20,product,product
ROPACK 45X48X25 (copia),18,service,service
G45 US HEADREST / CELDA E (copia),14,product,product
G45 US HEADREST / PAD (copia),14,product,product
G45 AFTER HEADREST / CAJA (copia),14,product,product
[CMP-C29-0063] PLANTA B 32,1,product,product
G45 US HEADREST / CAJA (copia),14,product,product
G45 ACE / CAJA (copia),14,product,product
G45 ACE / CELDADOS (copia),20,product,product
G45 ACE / CELDA B (copia),20,product,product
G45 ACE / CELDA C (copia),20,product,product
G45 ACE / CELDA D (copia),20,product,product
G45 ACE / CELDA E (copia),14,product,product
G45 ACE / PAD (copia),14,product,product
G45 ACE / TAPA (copia),23,product,product
KIT G45 ACE (copia),14,product,product
KIT G45 ACE (copia),23,product,product
KIT G45 PV BMM (copia),14,product,product
G45 PV BMM / CELDADO (copia),20,product,product
G45 PV BMM / CELDAD A (copia),20,product,product
G45 PV BMM / CELDAD B (copia),20,product,product
G45 PV BMM / CELDAD C (copia),20,product,product
G45 PV BMM / CELDAD D (copia),14,product,product
G45 PV BMM / PAD (copia),14,product,product
G45 PV BMM / CELDAD A (copia),14,product,product
KIT GENERAL G45 AFTER HEADREST (copia),14,product,product
KIT GENERAL G45 US HEADREST (copia),14,product,product
KIT G45 ECE (copia),14,product,product
KIT INDIVIDUAL G45 ECE (copia),14,product,product
KIT GENERAL G45 PV BMM (copia),23,product,product
[CAJA TMC 110 DK 51 ECT PV BMM] G45 PV BMM / CAJA.,1,product,product
MUESTRA 2. DENSO SILAO (copia),18,consu,consu
MUESTRA 2. (copia),18,consu,consu
ELECTR,1,consu,consu
4210,1,product,product
ARMREST MODEL Y (copia),23,product,product
ARMREST MODEL Y (copia),14,product,product
#PART: PRODUCTO PRECIO  Tarima de maddera nueva 40x48 con tratamiento HT // SILAO PLANT,18,consu,consu
KIT. SERVICIO. MUESTRA 1. DENSO SILAO (copia),18,consu,consu
MUESTRA 2. (copia),18,consu,consu
MUESTRA 3. (copia),18,consu,consu
MUESTRA 5 (copia),18,consu,consu
MUESTRA 7. (copia),18,consu,consu
indi3,1,consu,consu
KIT DE EMPAQUE  MAC38174 (copia),18,consu,consu
MUESTRA 8 (copia),18,consu,consu
ENGINEERING AND DESIGN SEWN DECOR CARRIE,18,service,service
ENGINEERING AND DESIGN SEWN DECOR CARRIE (copia),18,service,service
ENGINEERING AND DESIGN TOP SHOULDER SUNB (copia),18,service,service
PROTOTYPE SEN DECOR CARRIER (copia),18,service,service
Contenedor de plastico Ropack de 48x62x34,33,product,product
CONTENEDOR 122X114.3 X,18,consu,consu
TAPA PARA CONTENDEOR,18,consu,consu
CONTENEDOR 122 X 114.3 X,18,consu,consu
"DIVISORES 45""X48""",18,consu,consu
KIT DE EMPAQUE  MAC38174 (copia),18,consu,consu
0057,1,consu,consu
HT B-PILLAR,28,product,product
MUESTRA 5 (copia),18,consu,consu
EMPAQUE PARA CLUSTER 920 B,28,product,product
INSERTO CK CS 32ECT FLAUTA C 962X540X348MM,14,product,product
DUNNAGE LONG HORN 7,28,product,product
EMPAQUE 920B- EVENTO 1A TAPA TRANSFLEX CON PLASTICO CORRUGADO,28,product,product
[RTM-CB4-0011] COROPLAST 4MM 122X244  BLANCO,1,product,product
[RTM-0029] LONA TRANSFLEX,1,product,product
[RTM-0099] SUJETADOR CHICO,1,product,product
[RTM-0100] SUJETADOR GRANDE,1,product,product
[RTM-0093] NYLON ( CINTA DE POLIPROPILENO) 25 MM,1,product,product
[CC-1098] TAQUETE P/TABLAROCA THORSMAN TPD 003934,1,product,product
"[RTM-1181] VELCRO 1"" GANCHO AUTOADHERIBLE",1,product,product
[DEFAULT-3697] [RTM-0066] VELCRO 1 FELPA,1,product,product
[RTM-0067] VELCRO 2 FELPA,1,product,product
PISO SHIFTER,28,product,product
KIT DE EMPAQUE  MAC38174 (copia),18,consu,consu
"ESPACIADOR CUADRADO 50X50x9mm,EVA 45Shor",33,product,product
PAQUETE,1,consu,consu
KIT DE EMPAQUE  MAC38174 (copia),18,consu,consu
CAJA 560 X 335 X 350 MM BC 48 (copia),18,consu,consu
"MY AUSTIN CCB 45""",14,product,product
Speaker badge - Cell,14,product,product
GLOVE BOX,28,product,product
3712,1,product,product
"Estructura completa para kit Everest con Tarima, postes y tapa de madera Requisition #: 92815",18,service,service
LONG HORN 8,28,product,product
LARAMIE 123,28,product,product
"Caja de Cartón para Everest con Base y Tapa DK 61 ECT, Insertos DK 48 ECT, PAD CK 36 ECT, Foam con estático Requisition #: 92815",14,product,product
Pallet de Madera Requisition #: 92815,18,service,service
Cartón para protección de empaque completo Requisition #: 92815,14,product,product
INSERTO A EVEREST,20,product,product
INSERTO B EVEREST CARTON DOBLE ECT 48,20,product,product
INSERTO C EVEREST CARTON DOBLE ECT 48,20,product,product
INSERTO D EVEREST CARTON DOBLE ECT 48,20,product,product
PAD EVEREST CAROTN DOBLE 36,20,product,product
CAJA CARTON EVEREST,20,product,product
TAPA EVEREST,20,product,product
ENS FOAM TAPA,20,product,product
ENSA INSERTO CAJA FOAM + ESTATICOS,20,product,product
"DUNNAGE SPEAKER GRILL 91 CAVIDADES CONTENEDOR 24"" X 15"" X 9.5"" + DUNNAGE PARA 91 PZAS EN TYVEK 2473L + TAPA TRANFLEX (copia)",28,product,product
"TOTE 24"" X 15"" X 7"" FONDO REFORZADO",1,product,product
CAJA HSC GLOVE BOX,20,product,product
PAD GLOVE BOX,20,product,product
TAPA GLOVE BOX,20,product,product
CELDA A GLOVE BOX,20,product,product
CELDA B GLOVE BOX,20,product,product
LONG HORN 135,28,product,product
CAJA ARMADA GLOVE BOX,14,product,product
723022 AS 30 99 0000 00 000 CARTÓN (EMPAQUE) (copia),23,product,product
CELDADO GLOVE BOX,20,product,product
Apoyo de donativo para Mundial de Odyssey Grie-go!,18,service,service
4211,1,product,product
CHAROLA EN TERMOFORMADO 12 CAVIDADES,28,product,product
TAPA DOOR PANEL R233,14,product,product
MEDIO CUELLO DOOR PANEL,20,product,product
CUELLO DOOR PANEL,28,product,product
CELDA A DOOR PANEL,20,product,product
CELDA A DOOR PANEL (copia),20,product,product
CELDADO DOOR PANEL,14,product,product
DOOR PANEL R233,23,product,product
"MY AUSTIN CCB 45"" (copia)",14,product,product
"16823 16"". Lamina Impresa. (copia)",14,product,product
EVEREST CAJA / SELLOS (copia),20,product,product
EVEREST CAJA / CORTE (copia),20,product,product
CMPD-48,1,product,product
BT1 YZ-LAR DUNNAGE. DUNNAGE EN PLASTILONA ANTIDUST +SEPARADOR DE LONA BLANCA+ TAPA TRANSFLEX MONTADO EN ROPACK 48X45X42_BT1 YZ L_WIP DUNNAGE_FORM. (copia),28,product,product
TIRON PARA RACK CX727,28,product,product
CONTRATIRON CX727,28,product,product
CHAROLA PIPE PRIMER MODELO,28,product,product
COMBUS+,1,consu,consu
DUNNAGE TOYOTA 920 LOWER ARMREST ASSY,28,product,product
MCV FF - 115F. Tapa de Coroplast. (copia),28,product,product
RACK METALICO TOYOTA 920,28,product,product
BOLSA LOWER TOYOTA 920,30,product,product
DOLA,1,consu,consu
CUELLO,14,product,product
P1 SPARTAMBURG,1,consu,consu
TESLA IP LOWER - CELDA A,20,product,product
TESLA IP LOWER - CELDA A (copia),20,product,product
TESLA IP LOWER - PAD CUELLO,14,product,product
TESLA IP LOWER - PAD CUELLO (copia),14,product,product
TESLA IP LOWER - CELDADO,14,product,product
TESLA IP LOWER KIT,23,product,product
TELSA IP LOWER - CUELLO (copia),14,product,product
TELSA IP GLOVEBOX - CUELLO (copia),14,product,product
TESLA IP LOWER - CELDA A (copia),20,product,product
19419,1,consu,consu
TESLA IP GLOVEBOX - CELDA A (copia),20,product,product
TESLA IP LOWER - CELDADO (copia),14,product,product
TESLA IP LOWER KIT (copia),23,product,product
TELSA IP GLOVEBOX - CUELLO (copia),14,product,product
LONG HORN 246,28,product,product
TESLA IP LOWER - PAD CUELLO (copia),14,product,product
TELSA IP GLOVEBOX - CUELLO (copia),14,product,product
TELSA IP COWL PANEL - TAPA BASE (copia),14,product,product
TESLA IP GLOVEBOX - CELDA A (copia),20,product,product
TESLA IP COWL PANEL - CELDA A (copia),20,product,product
TESLA IP LOWER - CELDADO (copia),14,product,product
TESLA IP GLOVEBOX KIT (copia),23,product,product
TESLA IP - TAPA 60X48 (copia),14,product,product
TESLA IP COWL PANEL - CELDADO (copia),14,product,product
planta b,15,product,product
planta b (copia),15,product,product
TELSA IP LOWER - CUELLO (copia),14,product,product
TESLA IP DEFROST PANEL - CUELLO (copia),14,product,product
TESLA IP COWL PANEL - CELDA A (copia),20,product,product
TESLA IP DEFROST PANEL - CELDA A (copia),20,product,product
TESLA IP COWL PANEL - CELDADO (copia),14,product,product
TESLA IP COWL PANEL KIT (copia),23,product,product
TESLA IP COWL PANEL -  BASE (copia),14,product,product
TESLA IP COWL PANEL - CELDA A (copia),20,product,product
TESLA IP MID PANEL - CELDA A (copia),20,product,product
TESLA IP COWL PANEL - CELDADO (copia),14,product,product
TESLA IP COWL PANEL KIT (copia),23,product,product
TESLA IP DEFROST PANEL - CUELLO (copia),14,product,product
TESLA IP TOP PAD ASSY - CUELLO (copia),14,product,product
TESLA IP DEFROST PANEL - CELDA A (copia),20,product,product
TESLA IP TOP PAD ASSY - CELDA A (copia),20,product,product
TESLA IP COWL PANEL - CELDADO (copia),14,product,product
TESLA IP COWL PANEL KIT (copia),23,product,product
shock,1,consu,consu
TESLA IP DEFROST PANEL - CUELLO (copia),20,product,product
TESLA IP COWL PANEL -  BASE (copia),20,product,product
TESLA IP QTR PANEL - CELDA A (copia),20,product,product
TESLA IP DEFROST PANEL - CELDADO (copia),14,product,product
TESLA IP - TAPA 71X46 (copia),20,product,product
TESLA IP COWL PANEL KIT (copia),14,product,product
TESLA IP. QTR PANEL LH. Caja 1/2. (copia),14,product,product
13850,1,consu,consu
mcv,1,consu,consu
19626,1,consu,consu
CMP-1239,1,product,product
9550,1,consu,consu
P1 SPARTAMBURG. CHAROLA ARMADA. COMPARTIMENT INSERT 1150X1100X225MM ESD. (copia),18,consu,consu
P2 SPARTAMBURG. CHAROLA ARMADA. COMPARTIMENT INSERT 1150X1100X160MM ESD (copia),18,consu,consu
Programa 890/150 (copia),18,consu,consu
KIT DE EMPAQUE PARA 890/150 (copia),18,consu,consu
KIT MAC38174 (copia),18,consu,consu
TESLA EVEREST IP. GLOVEBOX / LOWER ASY. TAPA AUTOENSAMBLE 60 x 48. (copia),14,product,product
TESLA IP - QTR PANEL PALLET (52X41) (copia),14,product,product
Ropack 45x48x39,18,service,service
SWD INDIVIDUAL,14,product,product
TESLA IP - GLOVEBOX PALLET (60X48) (copia),14,product,product
TESLA IP - LOWER ASSY PALLET (60X48) (copia),32,product,product
TESLA IP - COWL PANEL PALLET (71X46) (copia),14,product,product
TESLA IP - DEFROST PANEL PALLET (71X46) (copia),14,product,product
TESLA IP - MID PANEL PALLET (71X46) (copia),14,product,product
"Nucleo de Carton 1.125"" BLACK C0027160 (copia)",32,product,product
"Charola pieles #1 14"" x 16"" x 8""",28,product,product
"Charola pieles #1 14"" x 16"" x 8"" (copia)",28,product,product
"Charola pieles #2 14"" x 35"" x 8"" (copia)",28,product,product
"Charola pieles #4 10"" x 37.5"" x 8"" (copia)",28,product,product
"Charola pieles #8 10"" x 20"" x 8"" (copia)",28,product,product
"Charola pieles #8 27"" x 33"" x 8"" (copia)",28,product,product
"Charola pieles #11 27"" x 33"" x 8"" (copia)",28,product,product
"Charola pieles #13 20"" x 30"" x 8"" (copia)",28,product,product
"Charola pieles #14 20"" x 31"" x 8"" (copia)",28,product,product
RACK MAP POCKET FRONT 40 CAVIDADES,28,product,product
DUNNAGE RH LH SUBSTRATE REAR UPPER CLOSEOUT,28,product,product
DUNNAGE MAP POCKET REAR,28,product,product
KIT MAC38174 (copia),18,consu,consu
Dunnage for 241511_380D IP_Y0917750_Dunnage de cortilona antidust 24 cavidades,28,product,product
"CONTAINER 24""X15""X11"" FONDO LISO",33,product,product
DUNNAGE BT1 CC,28,product,product
DUNNAGE 380B IP,28,product,product
[SER-0011] FLETE,1,consu,consu
MID PANEL,28,product,product
BOLSA MID PANEL,30,product,product
TAPAS MID PANEL,30,product,product
CHAROLA 955061,15,product,product
MID PANEL (copia),28,product,product
TAPAS MID PANEL (copia),30,product,product
RACK METALICO - TES IP - HIDER (copia),28,product,product
TESLA IP EVEREST GLOVE BOX ASSY STD 10 CAVIDADES (copia),23,product,product
Flete Glovebox,18,service,service
PIPE. TERMOFORMADO. TAPA. (copia),28,product,product
FOAM 1.7 LBS 544 MM DE L X 101 MM DE A X 19.05 MM DE ESP. CON ADHESIVO X LAS 2CARAS,27,product,product
CMP-D42-4211,1,product,product
[DEFAULT-4724] CMP-D42-4211 MY AUSTIN CCB 3- TAPA,1,product,product
BF3011 A PILLAR,28,product,product
"ETIQUETA VERDE LIMA 6""X3"" EN ESTIRENO CAL.40 1-2 TINTAS",1,product,product
"ETIQUETA VERDE LIMA 3""X3"" EN ESTIRENO CAL.40 1-2 TINTAS",1,product,product
G45 TOP SHOULDER FRONT - REAR ,28,product,product
LIMPIEZA DE 3400 TOTES PARA CLUSTER P703 (SAME AS CX430),18,service,service
20265. TESLA EVEREST IP. GLOVEBOX / LOWER ASY. TAPA AUTOENSAMBLE 60 x 48. (copia),14,product,product
20418. TESLA. EVEREST. IP. LOWER ASY. INSERTO A (copia),14,product,product
[TESLA IP MID PANEL CELDADO] 20297. TESLA IP. MID PANEL. CELDADO.,1,product,product
CELDA A - MID PANEL,20,product,product
CELDA B - MID PANEL,20,product,product
INSERTO - MID PANEL,20,product,product
CELDADO - MID PANEL,14,product,product
20294,1,product,product
FLETE ANTOLIN,18,service,service
[SER-0011] FLETE,18,consu,consu
Drawing of thermoformed trays,18,service,service
Drawing of thermoformed trays (copia),18,service,service
TESLA IP EVEREST GLOVE BOX ASSY STD 10 CAVIDADES (copia),23,product,product
ROPACK 45X48X34 36 CAVIDADES (MAP POCKET REAR),28,product,product
ROPACK 45X48X34 36 CAVIDADES (MAP POCKET REAR) (copia),28,product,product
SERVICO,1,consu,consu
TAPA DE LONA TRASNFELX PARA ID 20240,30,product,product
Metal Mount RFID Label Metal Racks/Containers 	ARMREST REAR,25,product,product
20267. TESLA IP EVEREST LOWER STD 6 CAVIDADES (copia),23,product,product
TESLA IP EVEREST MID PANEL STD 10 CAVIDADES (copia),23,product,product
CELDA A MID PANEL,20,product,product
[CMP-C32-4844] TESLA IP CELDAS,1,product,product
CELDA B MID PANEL,20,product,product
[CMP-C32-4457] CELDA A GLOVE BOX,1,product,product
INSERTO MID PANEL,14,product,product
CELDADO MID PANEL,14,product,product
BASE MID PANEL,14,product,product
20260. TESLA. EVEREST. IP. LOWER ASSY. CUELLO 1/2. (copia),14,product,product
20264. TESLA. EVEREST. IP. LOWER ASSY. PAD para CUELLO. (copia),14,product,product
20262. TESLA. EVEREST. IP LOWER ASSY. A. Pieza. (copia),20,product,product
20263. TESLA. EVEREST. IP LOWER ASSY. B. Pieza. (copia),20,product,product
20266. TESLA. EVEREST. IP. LOWER ASSY. CELDADO. (copia),14,product,product
20265. TESLA EVEREST IP. GLOVEBOX / LOWER ASY. TAPA AUTOENSAMBLE 60 x 48. (copia),14,product,product
TARIMA GLOVEBOX,14,product,product
BOX-0308-01 TESLA GLOVE BOX ASSY,18,service,service
PALLET-0154-02 Tesla Glove 45x48 (Recycled),18,service,service
RESID+,1,consu,consu
20293 TESLA IP EVEREST IP TOP PAD ASSY STD 11 CAVIDADES (copia),23,product,product
TESLA IP. TOP PAD Gap. A. Pieza. (copia),20,product,product
20477. TES IP SERVICE PARTS - TOP PAD GAP HIDER CELDA A) (copia),20,product,product
20294. TESLA IP. MID PANEL. TAPA BASE. (copia),20,product,product
20479. TES IP SERVICE PARTS - TOP PAD GAP HIDER - MEDIA CAJA (copia),14,product,product
20478. TES IP SERVICE PARTS - TOP PAD GAP HIDER CELDA B (copia),14,product,product
20476. TES IP SERVICE PARTS - TOP PAD GAP HIDER (copia),23,product,product
20482. TES IP SERVICE PARTS - LOWER IMGL (copia),14,product,product
20483. TES IP SERVICE PARTS - LOWER IMGL CELDADO (copia),20,product,product
20484. TES IP SERVICE PARTS - LOWER IMGL CAJA MEDIA (copia),14,product,product
20485. TES IP SERVICE PARTS - LOWER IMGL CAJA COMPLETA (copia),20,product,product
20486. TES IP SERVICE PARTS - LOWER IMGL CELDA A (copia),20,product,product
20487. TES IP SERVICE PARTS - LOWER IMGL CELDA B (copia),14,product,product
20488. TES IP SERVICE PARTS - LOWER IMGL INSERTO A (copia),14,product,product
7158,1,consu,consu
W04001 COSTO DE ESTADIAS POR,18,service,service
Base para cuello BC48,18,consu,consu
Base para cuello BC48 (copia),18,consu,consu
Tapa para cuello BC48 (copia),18,consu,consu
20293 TESLA IP EVEREST IP TOP PAD ASSY STD 11 CAVIDADES (copia),23,product,product
20288. TESLA IP. TOP PAD. 1/2 CUELLO. (copia),14,product,product
20292. TESLA IP. TOP PAD GAP. CELDADO. (copia),14,product,product
20497. TESLA IP. TOP PAD GAP GAP HIDER. CELDADO. (copia),20,product,product
20498. TESLA IP. TOP PAD GAP GAP HIDER. CELDA A (copia),20,product,product
20289. TESLA IP. TOP PAD. PAD para CUELLO. (copia),14,product,product
20283. TESLA. EVEREST IP. TOP. PAD ASSY / MID PANEL / DEFROST PANEL / IP COWL. TAPA AUTOENSABLE   71 x 46. (copia),14,product,product
20304. TESLA IP DEFROST KIT (copia),23,product,product
20299. TESLA. EVEREST IP. DEFROST PANEL. CUELLO 1/2. (copia),14,product,product
20300 TESLA. EVEREST IP. DEFROST PANEL. PAD para CUELLO. (copia),14,product,product
CAJA HSC DMS,14,product,product
TAPA AUTOENSAMBLE PARA DMS,14,product,product
INSERT/CAMA DE AIRE PARA DMS,14,product,product
KIT DMS NUEVO MODELO,23,product,product
DUNNAGE Y0237117.,28,product,product
20299. TESLA. EVEREST IP. DEFROST PANEL. CUELLO 1/2. (copia),14,product,product
20301. TESLA. EVEREST IP. DEFROST PANEL. A. Pieza. (copia),20,product,product
20302. TESLA. EVEREST IP. DEFROST PANEL. B. Pieza. (copia),20,product,product
20303. TESLA. EVEREST IP. DEFROST PANEL. CELDADO. (copia),14,product,product
20304. TESLA IP DEFROST KIT 26 CAVIDADES (copia),23,product,product
CELDADO 890/150,1,consu,consu
KIT.TES IP GLOVE BOX Y0981384,23,product,product
TAPA /BASE GLOVE BOX Y0981384,20,product,product
CUELLO C GLOVE BOX Y0981384,20,product,product
PAD CUELLO GLOVE BOX Y0981384,20,product,product
ENS CUELLO GLOVE BOX Y0981384,20,product,product
CELDA A GLOVE BOX Y0981384,20,product,product
CELDA B GLOVE BOX Y0981384,20,product,product
ENS CELDADO GLOVE BOX Y0981384,14,product,product
TARIMA,14,product,product
PRUEBA ISTA 3E SILAO PLANT DEPT 1531 QUOTE LAB 09 0008 23,18,service,service
"IP LOWER IMGL RACK 26 CAVIDADES, CONSIDERANDO 2 RFID´S (copia)",28,product,product
RACK METALICO LOWER BEAM,28,product,product
20293 TESLA IP EVEREST IP TOP PAD ASSY STD 22 CAVIDADES (copia),23,product,product
20304. TESLA IP DEFROST KIT 26 CAVIDADES (copia),23,product,product
20311 TESLA IP EVEREST QTR STD. 130 CAVIDADES (copia),14,product,product
"BOLSA RR/FTR BASE LWR PARA RACK 43"" X 64"" X 79""",28,product,product
"Refurbish para rack RR/FTE BASE LWR 43"" x 64"" x 79""",28,product,product
C1YX,18,service,service
4968,1,consu,consu
20472,1,consu,consu
15676,1,product,product
8821953,1,consu,consu
"[RTM-1160] VELCRO 2"" GANCHO AUTOADHERIBLE",1,product,product
[223264 AS 30 99 0000 00 000  INSERTO GM177] 13791. GM177. Charola Armada.,1,product,product
KIT BACK UP 380D - TR8678,14,product,product
20573. KIT BACK UP 380D - TR8678 (copia),20,product,product
20574. CELDADO BACK UP 380D - TR8678 (copia),20,product,product
20575. CELDA A BACK UP 380D - TR8678 (copia),20,product,product
20573. KIT BACK UP 380D - TR8678 (copia),20,product,product
20577. TAPA AUTOENSAMBLE KIT BACK UP 380D - TR8678 (copia),20,product,product
Pad para el contenedor 45x48x34,14,product,product
KIT BRAZIL (NUEVA TELA),14,product,product
F3008 TESLA IP EVEREST IP LOWER.,18,service,service
19079. 95161. Kit. Caja. (copia),14,product,product
20590.KIT BRAZIL (NUEVA TELA). Caja. (copia),14,product,product
20590.KIT BRAZIL (NUEVA TELA). PAD (copia),14,product,product
20592.KIT BRAZIL (NUEVA TELA). CELDADO (copia),20,product,product
20593.KIT BRAZIL (NUEVA TELA). CELDA A (copia),20,product,product
20594.KIT BRAZIL (NUEVA TELA). CELDA B (copia),20,product,product
20595.KIT BRAZIL (NUEVA TELA). CELDA C (copia),20,product,product
INDUSTRIAL 48,14,product,product
CUELLO 1/2 INDUSTRIAL 48,20,product,product
TAPA / BASE INDUSTRIAL 48,14,product,product
RACK KM CONSOLE STRUC ASSY,18,service,service
RACK METALICO UPPER SIDE PANEL - LH ASSY PAINTED,28,product,product
"[RTM-1182] STACKCAPS 1 1/2""",1,product,product
[RTM-0031] MICROALAMBRE 0.35 ACERO AL CARBON,1,product,product
rtm-0029+,1,product,product
FLETES,1,consu,consu
TEST ISTA 3E WITH CENTRO,18,service,service
W04001 TEST ISTA 3E WITH CENTRO,44,consu,consu
Cajas Prototipos DG Grill / Magna Exterior / (976),28,product,product
"DJ Side Applique, Rack SPD Prototipo par",28,product,product
13808. 357790. TAPA,1,product,product
RACK DJ GRILL ASSEMBLIES,28,product,product
PTW 3320,18,consu,consu
"RACK METALICO 64"" X 43""",28,product,product
MUESTRA PARA YF,18,service,service
Muestra Marzo,18,service,service
KIT LUCID CCB,18,service,service
4455,1,consu,consu
[RTM-CB4-0011] COROPLAST 4MM 122X244 BLANCO,1,product,product
"DJ Side Applique, Rack SPD Prototipo par",28,product,product
RACK HIDER RACK CON DUNNAGE 154 CAVIDADES 2 RFID'S (copia),28,product,product
RACK IP MID PANEL SUBSTRATE ASM (copia),28,product,product
BOLSA HIDER 12 CAVIDADES,30,product,product
BOLSA HIDER 12 CAVIDADES (copia),30,product,product
XLINK BACKFRAME - PARTICION 2,27,product,product
Armrest cell B,20,product,product
LOWER IMGL CARTON OP.4,23,product,product
CELDA A - LOWER IMGL,14,product,product
CELDA D - LOWER IMGL,14,product,product
CELDA C - LOWER IMGL,14,product,product
CELDADO LOWER IMGL OP.4,14,product,product
TARIMA TESLA IP EVEREST IP -TARIMA IP LOWER,1,consu,consu
[TARIMA TESLA IP EVEREST IP -TARIMA  IP LOWER] TARIMA TESLA IP EVEREST IP -TARIMA  IP LOWER,1,consu,consu
RACK METALICO LOWER IMGL CON PUERTAS (22 CAVIDADES),28,product,product
GLOVE BOX OP 2,23,product,product
MEDIO CUELLO 60 X 48 GLOVE BOX OP 2,14,product,product
CUELLO COMPLETO GLOVE BOX OP 2 60 X 48,14,product,product
PAD CUELLO GLOVE BOX OP 2 60 X 48,14,product,product
CELDA A GLOVE BOX OP 2 60 X 48,14,product,product
CELDA B GLOVE BOX OP 2 60 X 48,14,product,product
CELDA C GLOVE BOX OP 2 60 X 48,14,product,product
INSERTO 1 GLOVE BOX OP 2 60 X 48,14,product,product
CELDADO GLOVE BOX OP 2 60 X 48,14,product,product
BLOQUEO GAS SPRING COROPLAST 4MM (copia),28,product,product
Bloqueo retornable Gas Spring- powerise (retrabajo),28,product,product
CABLE SET REDISEÑO,28,product,product
1520,1,consu,consu
RTM-4490,1,consu,consu
FORD ECONOLINE E350 WAGON 2004 V8 NIV: 1FBSS31L24HA91054 CLAVE VEHICULAR: 0492101. VEHICULO USADO EN LAS CONDICIONES QUE SE ENCUENTRE (copia),43,product,product
FREIGHTLINER FL360 715 2020 NIV: JLMBNG1A2LK002366 CLAVE VEHICULAR: 2550907. VEHICULO USADO EN LAS CONDICIONES QUE SE ENCUENTRE (copia),43,product,product
INSERTO 2 GLOVE BOX OP 2,20,product,product
"20,705",1,product,product
Back Up. Honda T90. Cuello. (copia),14,product,product
ESQUINERO BACK UP T90 (copia),14,product,product
PALLET 45X42 BACK UP T90 (copia),14,product,product
Back Up. Honda T90. Tapa Gral. (copia),14,product,product
[SERV-0010] SERVICIO,1,consu,consu
F30015-C PACKAGING REQUEST OTYPES CAPEX,28,product,product
F30015-C PACKAGING REQUEST OTYPES CAPEX (copia),28,product,product
955061,1,consu,consu
19419. Toyota. MCV. Pallet (copia),14,product,product
FREIGHTLINER FL360 715 2020 NIV: JLMBNG1A2LK002366 CLAVE VEHICULAR: 2550907. VEHICULO USADO EN LAS CONDICIONES QUE SE ENCUENTRE (copia),43,product,product
Volvo 723 ip,28,product,product
headrest fronr,1,consu,consu
CABLE SET ORIGINAL,28,product,product
00688,1,consu,consu
W04003,28,product,product
BOLSA RACK GLOVE OUTER,30,product,product
RACK METALICO PARA GLOVE BOX OUTER,30,product,product
RACK OUTER - GLOVE BOXRACK UNIVERSAL 280 CAVIDADES CONSIDERANDO 2 RFID´S,28,product,product
Par de tapas para Rack Glove Box Outer en lona tranflex,30,product,product
L234 IP- WIP / Ramos / (920) / Y0471709,28,product,product
W04003 Returnable Pkg (NF200173 Rivian R1T/R1S Premium DP) (copia),28,product,product
"PART#: SPEAKER CHAROLA DE PLASTICO CORRUGADO 4MM, COLOR NEGRO, CUBIERTA CON LONA DE CRISTAL",28,product,product
"PART#: SPEAKER CHAROLA DE PLASTICO CORRUGADO 4MM, COLOR NEGRO, CUBIERTA CON LONA DE CRISTAL (copia)",28,product,product
Bloqueo para ropack u625 Ford,28,product,product
INDI,1,consu,consu
BOLSAS PARA L232 Outer Panel WIP Rack LH,30,product,product
ESTRUCTURA PARA BOLSAS PARA L232 Outer Panel WIP Rack LH,30,product,product
TAPAS PARA ESTRUCTURA PARA  L232,30,product,product
W04003 Returnable Pkg (NF200173 Rivian R1T/R1S Premium DP) (copia),28,product,product
3710,1,consu,consu
225656250023331562356,1,consu,consu
Volvo 723 ip / Yanfeng / (1025),28,product,product
[FIN 436D] PART#: CHAROLA EN PLAS Charola de Plastico corrudago de 4mm ESD celdado de plastico corrugado de 4mm ESD Tapa Transflex con alma de coroplast Estandar pack de 12 cavidades,28,product,product
KIT EAGLE,18,service,service
XLINK BACKFRAME 60% - PARTICION 3,27,product,product
CAJA  237811 MEDIDA 2,15,product,product
W04003 Returnable Pkg (NF200173 Rivian R1T/R1S Premium DP) (copia),28,product,product
INDI,1,consu,consu
CIERRE,14,product,product
DJ Side Applique - (#4 Y #5 DJ WIP - SIDE APPLIQUES),28,product,product
DJ SIDE APPLIQUE LH MIC - (#4 Y #5 DJ WIP - SIDE APPLIQUES) (copia),28,product,product
DJ SIDE APPLIQUE LH MIC (copia),28,product,product
DJ SIDE APPLIQUE LH CHROMED (copia),28,product,product
DJ SIDE APPLIQUE RH MIC (copia),28,product,product
CHAROLA DE COROPLAST,28,product,product
DJ SIDE APPLIQUE RH PAINTED (copia),28,product,product
Aportación del Gobierno de Nuevo León en base al convenio celebrado el 31 de Julio del 2024 para el Programa PyMEs Innovadoras 2024,18,service,service
DJ SIDE APPLIQUE LH MIC (copia),28,product,product
DJ U SURROUND LH MIC (copia),28,product,product
DJ U SURROUND LH PAINTED (copia),28,product,product
DJ U SURROUND LH CHROMED (copia),28,product,product
DJ U SURROUND RH MIC (copia),28,product,product
DJ U SURROUND RH PAINTED (copia),28,product,product
DJ U SURROUND LH MIC (copia),28,product,product
PAD COROPLAST,28,product,product
KANBAN DE LECTRA - INSERT PERFORADO RR,28,product,product
KANBAN DE LECTRA - INSERT PERFORADO FRT,28,product,product
